"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 25 11:02:31 GMT 2022","Tue Oct 25 11:02:38 GMT 2022","6250","","Main page test","","Main page test","Test if 404 page has a button to back to the site","Test if 404 page has a button to back to the site",""
"passed","Tue Oct 25 11:03:36 GMT 2022","Tue Oct 25 11:03:53 GMT 2022","16451","","SignUp page test","","SignUp page test","Test sign Up with incorrect email","Test sign Up with incorrect email",""
"passed","Tue Oct 25 11:01:09 GMT 2022","Tue Oct 25 11:01:16 GMT 2022","6879","","Login page test","","Login page test","Test if all login options availble","Test if all login options availble",""
"passed","Tue Oct 25 11:01:56 GMT 2022","Tue Oct 25 11:02:03 GMT 2022","6528","","Login page test","","Login page test","Test if option to login with company name changes the input name","Test if option to login with company name changes the input name",""
"passed","Tue Oct 25 11:02:03 GMT 2022","Tue Oct 25 11:02:16 GMT 2022","13595","","Login page test","","Login page test","Test login with an invalid email","Test login with an invalid email",""
"passed","Tue Oct 25 11:01:50 GMT 2022","Tue Oct 25 11:02:00 GMT 2022","10438","","Login page test","","Login page test","Test if resend option works correctly","Test if resend option works correctly",""
"passed","Tue Oct 25 11:01:16 GMT 2022","Tue Oct 25 11:01:29 GMT 2022","13575","","Login page test","","Login page test","Test Signe Sign-On option with invalid credential","Test Signe Sign-On option with invalid credential",""
"passed","Tue Oct 25 11:01:37 GMT 2022","Tue Oct 25 11:01:50 GMT 2022","12554","","Login page test","","Login page test","Test login option with comapny name with invalid company name","Test login option with comapny name with invalid company name",""
"passed","Tue Oct 25 11:01:43 GMT 2022","Tue Oct 25 11:01:56 GMT 2022","13285","","Login page test","","Login page test","Test if resend option works correctly","Test if resend option works correctly",""
"passed","Tue Oct 25 11:02:47 GMT 2022","Tue Oct 25 11:02:51 GMT 2022","4652","","Main page test","","Main page test","Test if unexisting page send 404 error","Test if unexisting page send 404 error",""
"failed","Tue Oct 25 11:02:38 GMT 2022","Tue Oct 25 11:02:42 GMT 2022","3729","","Main page test","","Main page test","Test footer displays all elements","Test footer displays all elements",""
"passed","Tue Oct 25 11:01:29 GMT 2022","Tue Oct 25 11:01:43 GMT 2022","13372","","Login page test","","Login page test","Test login option with comapny name with invalid company name","Test login option with comapny name with invalid company name",""
"passed","Tue Oct 25 11:02:42 GMT 2022","Tue Oct 25 11:02:47 GMT 2022","4632","","Main page test","","Main page test","Test if agregattor site still has the Telenyx title","Test if agregattor site still has the Telenyx title",""
"passed","Tue Oct 25 11:02:24 GMT 2022","Tue Oct 25 11:02:28 GMT 2022","4235","","Main page test","","Main page test","Test if agregattor site still has the Telenyx title","Test if agregattor site still has the Telenyx title",""
"passed","Tue Oct 25 11:00:54 GMT 2022","Tue Oct 25 11:01:05 GMT 2022","10868","","Login page test","","Login page test","Test login with an invalid password","Test login with an invalid password",""
"passed","Tue Oct 25 11:01:16 GMT 2022","Tue Oct 25 11:01:26 GMT 2022","10423","","Login page test","","Login page test","Test if all login options availble","Test if all login options availble",""
"failed","Tue Oct 25 11:02:21 GMT 2022","Tue Oct 25 11:02:24 GMT 2022","3464","","Main page test","","Main page test","Test footer displays all elements","Test footer displays all elements",""
"passed","Tue Oct 25 11:00:08 GMT 2022","Tue Oct 25 11:00:11 GMT 2022","2979","","WaitList test","","WaitList test","Test the “Join the waitlist” button","Test the “Join the waitlist” button",""
"passed","Tue Oct 25 10:59:47 GMT 2022","Tue Oct 25 10:59:58 GMT 2022","11542","","ContactUs page test","","ContactUs page test","Check is the Support Center link leeds to the correct page","Check is the Support Center link leeds to the correct page",""
"failed","Tue Oct 25 11:03:09 GMT 2022","Tue Oct 25 11:03:19 GMT 2022","10477","","Products page test","","Products page test","Test if all 30 products are displayed on the product page","Test if all 30 products are displayed on the product page",""
"passed","Tue Oct 25 11:00:20 GMT 2022","Tue Oct 25 11:00:44 GMT 2022","23673","","Login page test","","Login page test","Test login with valid credentials for blocked account","Test login with valid credentials for blocked account",""
