"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 14 07:51:35 GMT 2022","Fri Oct 14 07:51:44 GMT 2022","8658","","Products page test","","Products page test","Test if all 30 products are displayed on the product page","Test if all 30 products are displayed on the product page",""
"passed","Fri Oct 14 07:51:05 GMT 2022","Fri Oct 14 07:51:12 GMT 2022","6914","","Main page test","","Main page test","Test footer displays all elements","Test footer displays all elements",""
"passed","Fri Oct 14 07:51:38 GMT 2022","Fri Oct 14 07:51:44 GMT 2022","5894","","Main page test","","Main page test","Test if agregattor site still has the Telenyx title","Test if agregattor site still has the Telenyx title",""
"passed","Fri Oct 14 07:50:40 GMT 2022","Fri Oct 14 07:50:42 GMT 2022","2087","","Login page test","","Login page test","Test login option with comapny name with invalid company name","Test login option with comapny name with invalid company name",""
"passed","Fri Oct 14 07:52:02 GMT 2022","Fri Oct 14 07:52:08 GMT 2022","6648","","Products page test","","Products page test","Test if all 30 products are displayed on the product page","Test if all 30 products are displayed on the product page",""
"passed","Fri Oct 14 07:50:55 GMT 2022","Fri Oct 14 07:50:55 GMT 2022","626","","Login page test","","Login page test","Test if all login options availble","Test if all login options availble",""
"passed","Fri Oct 14 07:50:37 GMT 2022","Fri Oct 14 07:50:40 GMT 2022","2566","","Login page test","","Login page test","Test Signe Sign-On option with invalid credential","Test Signe Sign-On option with invalid credential",""
"passed","Fri Oct 14 07:49:28 GMT 2022","Fri Oct 14 07:49:39 GMT 2022","10456","","ContactUs page test","","ContactUs page test","Check is the Support Center link leeds to the correct page","Check is the Support Center link leeds to the correct page",""
"passed","Fri Oct 14 07:52:46 GMT 2022","Fri Oct 14 07:52:57 GMT 2022","10691","","Try free test","","Try free test","Test the “Try free” banner","Test the “Try free” banner",""
"failed","Fri Oct 14 07:50:33 GMT 2022","Fri Oct 14 07:50:50 GMT 2022","17458","","Login page test","","Login page test","Test login with an invalid email","Test login with an invalid email",""
"passed","Fri Oct 14 07:51:00 GMT 2022","Fri Oct 14 07:51:08 GMT 2022","7797","","Login page test","","Login page test","Test login option with comapny name with invalid company name","Test login option with comapny name with invalid company name",""
"passed","Fri Oct 14 07:51:44 GMT 2022","Fri Oct 14 07:51:48 GMT 2022","4010","","Main page test","","Main page test","Test if unexisting page send 404 error","Test if unexisting page send 404 error",""
"passed","Fri Oct 14 07:51:32 GMT 2022","Fri Oct 14 07:51:38 GMT 2022","6311","","Main page test","","Main page test","Test footer displays all elements","Test footer displays all elements",""
"passed","Fri Oct 14 07:52:17 GMT 2022","Fri Oct 14 07:52:29 GMT 2022","12428","","SignUp page test","","SignUp page test","Test sign Up with valid credentials with captcha","Test sign Up with valid credentials with captcha",""
"passed","Fri Oct 14 07:52:05 GMT 2022","Fri Oct 14 07:52:15 GMT 2022","10494","","SignUp page test","","SignUp page test","Test sign Up with valid credentials with captcha","Test sign Up with valid credentials with captcha",""
"passed","Fri Oct 14 07:51:17 GMT 2022","Fri Oct 14 07:51:18 GMT 2022","1580","","Login page test","","Login page test","Test if option to login with company name changes the input name","Test if option to login with company name changes the input name",""
"passed","Fri Oct 14 07:49:50 GMT 2022","Fri Oct 14 07:49:52 GMT 2022","2321","","WaitList test","","WaitList test","Test the “Join the waitlist” button","Test the “Join the waitlist” button",""
"passed","Fri Oct 14 07:50:02 GMT 2022","Fri Oct 14 07:50:23 GMT 2022","21761","","Login page test","","Login page test","Test login with valid credentials for blocked account","Test login with valid credentials for blocked account",""
"passed","Fri Oct 14 07:50:23 GMT 2022","Fri Oct 14 07:50:33 GMT 2022","9217","","Login page test","","Login page test","Test login with an invalid password","Test login with an invalid password",""
"passed","Fri Oct 14 07:50:55 GMT 2022","Fri Oct 14 07:51:00 GMT 2022","5326","","Login page test","","Login page test","Test Signe Sign-On option with invalid credential","Test Signe Sign-On option with invalid credential",""
"passed","Fri Oct 14 07:49:18 GMT 2022","Fri Oct 14 07:49:28 GMT 2022","10294","","ContactUs page test","","ContactUs page test","Test if all 12 numbers are displayed on the ContactUs page","Test if all 12 numbers are displayed on the ContactUs page",""
