"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Oct 14 10:23:15 GMT 2022","Fri Oct 14 10:23:49 GMT 2022","34120","","Login page test","","Login page test","Test login with valid credentials for blocked account","Test login with valid credentials for blocked account",""
"passed","Fri Oct 14 10:23:03 GMT 2022","Fri Oct 14 10:23:05 GMT 2022","2612","","WaitList test","","WaitList test","Test the “Join the waitlist” button","Test the “Join the waitlist” button",""
"passed","Fri Oct 14 10:22:44 GMT 2022","Fri Oct 14 10:22:52 GMT 2022","7719","","ContactUs page test","","ContactUs page test","Check is the Support Center link leeds to the correct page","Check is the Support Center link leeds to the correct page",""
"passed","Fri Oct 14 10:24:49 GMT 2022","Fri Oct 14 10:24:59 GMT 2022","10500","","Login page test","","Login page test","Test if option to login with company name changes the input name","Test if option to login with company name changes the input name",""
"passed","Fri Oct 14 10:23:18 GMT 2022","Fri Oct 14 10:23:44 GMT 2022","26592","","Login page test","","Login page test","Test login with valid credentials for blocked account","Test login with valid credentials for blocked account",""
"passed","Fri Oct 14 10:23:54 GMT 2022","Fri Oct 14 10:24:03 GMT 2022","8831","","Login page test","","Login page test","Test forgot password feature with non-registered email","Test forgot password feature with non-registered email",""
"passed","Fri Oct 14 10:26:46 GMT 2022","Fri Oct 14 10:26:54 GMT 2022","7333","","Try free test","","Try free test","Test the “Try free” banner","Test the “Try free” banner",""
"passed","Fri Oct 14 10:25:26 GMT 2022","Fri Oct 14 10:25:30 GMT 2022","4103","","Main page test","","Main page test","Test if unexisting page send 404 error","Test if unexisting page send 404 error",""
"passed","Fri Oct 14 10:26:13 GMT 2022","Fri Oct 14 10:26:23 GMT 2022","9149","","SignUp page test","","SignUp page test","Test sign Up with incorrect email","Test sign Up with incorrect email",""
"passed","Fri Oct 14 10:23:49 GMT 2022","Fri Oct 14 10:23:59 GMT 2022","10189","","Login page test","","Login page test","Test login with an invalid password","Test login with an invalid password",""
"passed","Fri Oct 14 10:24:48 GMT 2022","Fri Oct 14 10:24:54 GMT 2022","5692","","Login page test","","Login page test","Test if option to login with company name changes the input name","Test if option to login with company name changes the input name",""
"passed","Fri Oct 14 10:25:18 GMT 2022","Fri Oct 14 10:25:25 GMT 2022","7486","","Main page test","","Main page test","Test footer displays all elements","Test footer displays all elements",""
"passed","Fri Oct 14 10:24:26 GMT 2022","Fri Oct 14 10:24:38 GMT 2022","11388","","Login page test","","Login page test","Test login option with comapny name with invalid company name","Test login option with comapny name with invalid company name",""
"passed","Fri Oct 14 10:25:36 GMT 2022","Fri Oct 14 10:25:42 GMT 2022","6340","","Main page test","","Main page test","Test if 404 page has a button to back to the site","Test if 404 page has a button to back to the site",""
"passed","Fri Oct 14 10:26:20 GMT 2022","Fri Oct 14 10:26:30 GMT 2022","10185","","SignUp page test","","SignUp page test","Test sign Up with incorrect email","Test sign Up with incorrect email",""
"passed","Fri Oct 14 10:23:00 GMT 2022","Fri Oct 14 10:23:03 GMT 2022","2981","","WaitList test","","WaitList test","Test the “Join the waitlist” button","Test the “Join the waitlist” button",""
"passed","Fri Oct 14 10:24:59 GMT 2022","Fri Oct 14 10:25:11 GMT 2022","11521","","Login page test","","Login page test","Test login with an invalid email","Test login with an invalid email",""
"passed","Fri Oct 14 10:26:00 GMT 2022","Fri Oct 14 10:26:13 GMT 2022","13158","","SignUp page test","","SignUp page test","Test sign Up with valid credentials with captcha","Test sign Up with valid credentials with captcha",""
"passed","Fri Oct 14 10:22:38 GMT 2022","Fri Oct 14 10:22:47 GMT 2022","8975","","ContactUs page test","","ContactUs page test","Check is the Support Center link leeds to the correct page","Check is the Support Center link leeds to the correct page",""
"passed","Fri Oct 14 10:24:09 GMT 2022","Fri Oct 14 10:24:14 GMT 2022","4969","","Login page test","","Login page test","Test if all login options availble","Test if all login options availble",""
"passed","Fri Oct 14 10:26:03 GMT 2022","Fri Oct 14 10:26:20 GMT 2022","17288","","SignUp page test","","SignUp page test","Test sign Up with valid credentials with captcha","Test sign Up with valid credentials with captcha",""
"passed","Fri Oct 14 10:24:03 GMT 2022","Fri Oct 14 10:24:14 GMT 2022","11202","","Login page test","","Login page test","Test if all login options availble","Test if all login options availble",""
"passed","Fri Oct 14 10:24:38 GMT 2022","Fri Oct 14 10:24:48 GMT 2022","10485","","Login page test","","Login page test","Test if resend option works correctly","Test if resend option works correctly",""
"passed","Fri Oct 14 10:25:25 GMT 2022","Fri Oct 14 10:25:30 GMT 2022","5215","","Main page test","","Main page test","Test if agregattor site still has the Telenyx title","Test if agregattor site still has the Telenyx title",""
"passed","Fri Oct 14 10:24:54 GMT 2022","Fri Oct 14 10:25:05 GMT 2022","10983","","Login page test","","Login page test","Test login with an invalid email","Test login with an invalid email",""
"passed","Fri Oct 14 10:24:39 GMT 2022","Fri Oct 14 10:24:49 GMT 2022","10015","","Login page test","","Login page test","Test if resend option works correctly","Test if resend option works correctly",""
"passed","Fri Oct 14 10:23:44 GMT 2022","Fri Oct 14 10:23:54 GMT 2022","10200","","Login page test","","Login page test","Test login with an invalid password","Test login with an invalid password",""
"passed","Fri Oct 14 10:25:20 GMT 2022","Fri Oct 14 10:25:26 GMT 2022","5700","","Main page test","","Main page test","Test if agregattor site still has the Telenyx title","Test if agregattor site still has the Telenyx title",""
"passed","Fri Oct 14 10:25:15 GMT 2022","Fri Oct 14 10:25:20 GMT 2022","4905","","Main page test","","Main page test","Test footer displays all elements","Test footer displays all elements",""
"passed","Fri Oct 14 10:24:14 GMT 2022","Fri Oct 14 10:24:26 GMT 2022","11793","","Login page test","","Login page test","Test Signe Sign-On option with invalid credential","Test Signe Sign-On option with invalid credential",""
"passed","Fri Oct 14 10:26:30 GMT 2022","Fri Oct 14 10:26:37 GMT 2022","6965","","Try free test","","Try free test","Test the “Try free” banner","Test the “Try free” banner",""
"passed","Fri Oct 14 10:22:34 GMT 2022","Fri Oct 14 10:22:44 GMT 2022","10174","","ContactUs page test","","ContactUs page test","Test if all 12 numbers are displayed on the ContactUs page","Test if all 12 numbers are displayed on the ContactUs page",""
"passed","Fri Oct 14 10:25:45 GMT 2022","Fri Oct 14 10:25:52 GMT 2022","7105","","Products page test","","Products page test","Test if all 30 products are displayed on the product page","Test if all 30 products are displayed on the product page",""
"passed","Fri Oct 14 10:22:31 GMT 2022","Fri Oct 14 10:22:38 GMT 2022","6812","","ContactUs page test","","ContactUs page test","Test if all 12 numbers are displayed on the ContactUs page","Test if all 12 numbers are displayed on the ContactUs page",""
"passed","Fri Oct 14 10:24:14 GMT 2022","Fri Oct 14 10:24:25 GMT 2022","10847","","Login page test","","Login page test","Test Signe Sign-On option with invalid credential","Test Signe Sign-On option with invalid credential",""
"passed","Fri Oct 14 10:25:30 GMT 2022","Fri Oct 14 10:25:36 GMT 2022","5271","","Main page test","","Main page test","Test if unexisting page send 404 error","Test if unexisting page send 404 error",""
"passed","Fri Oct 14 10:24:25 GMT 2022","Fri Oct 14 10:24:39 GMT 2022","13351","","Login page test","","Login page test","Test login option with comapny name with invalid company name","Test login option with comapny name with invalid company name",""
"passed","Fri Oct 14 10:25:48 GMT 2022","Fri Oct 14 10:25:54 GMT 2022","6277","","Products page test","","Products page test","Test if all 30 products are displayed on the product page","Test if all 30 products are displayed on the product page",""
"passed","Fri Oct 14 10:25:30 GMT 2022","Fri Oct 14 10:25:37 GMT 2022","7104","","Main page test","","Main page test","Test if 404 page has a button to back to the site","Test if 404 page has a button to back to the site",""
