"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 14 09:17:20 GMT 2022","Fri Oct 14 09:17:22 GMT 2022","1806","","Login page test","","Login page test","Test forgot password feature with non-registered email","Test forgot password feature with non-registered email",""
"passed","Fri Oct 14 09:17:50 GMT 2022","Fri Oct 14 09:18:01 GMT 2022","10285","","Main page test","","Main page test","Test footer displays all elements","Test footer displays all elements",""
"passed","Fri Oct 14 09:18:35 GMT 2022","Fri Oct 14 09:18:42 GMT 2022","6987","","Products page test","","Products page test","Test if all 30 products are displayed on the product page","Test if all 30 products are displayed on the product page",""
"passed","Fri Oct 14 09:16:17 GMT 2022","Fri Oct 14 09:16:20 GMT 2022","2671","","WaitList test","","WaitList test","Test the “Join the waitlist” button","Test the “Join the waitlist” button",""
"passed","Fri Oct 14 09:17:31 GMT 2022","Fri Oct 14 09:17:33 GMT 2022","1644","","Login page test","","Login page test","Test if option to login with company name changes the input name","Test if option to login with company name changes the input name",""
"passed","Fri Oct 14 09:18:32 GMT 2022","Fri Oct 14 09:18:39 GMT 2022","7461","","Products page test","","Products page test","Test if all 30 products are displayed on the product page","Test if all 30 products are displayed on the product page",""
"passed","Fri Oct 14 09:17:12 GMT 2022","Fri Oct 14 09:17:19 GMT 2022","7014","","Login page test","","Login page test","Test forgot password feature with non-registered email","Test forgot password feature with non-registered email",""
"passed","Fri Oct 14 09:18:50 GMT 2022","Fri Oct 14 09:19:06 GMT 2022","15990","","SignUp page test","","SignUp page test","Test sign Up with valid credentials with captcha","Test sign Up with valid credentials with captcha",""
"passed","Fri Oct 14 09:15:48 GMT 2022","Fri Oct 14 09:15:58 GMT 2022","10175","","ContactUs page test","","ContactUs page test","Test if all 12 numbers are displayed on the ContactUs page","Test if all 12 numbers are displayed on the ContactUs page",""
"passed","Fri Oct 14 09:17:13 GMT 2022","Fri Oct 14 09:17:17 GMT 2022","4317","","Login page test","","Login page test","Test login with an invalid password","Test login with an invalid password",""
"passed","Fri Oct 14 09:17:17 GMT 2022","Fri Oct 14 09:17:20 GMT 2022","2808","","Login page test","","Login page test","Test login with an invalid email","Test login with an invalid email",""
"passed","Fri Oct 14 09:16:02 GMT 2022","Fri Oct 14 09:16:15 GMT 2022","12755","","ContactUs page test","","ContactUs page test","Check is the Support Center link leeds to the correct page","Check is the Support Center link leeds to the correct page",""
"passed","Fri Oct 14 09:16:49 GMT 2022","Fri Oct 14 09:17:04 GMT 2022","14888","","Login page test","","Login page test","Test login with an invalid password","Test login with an invalid password",""
