"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 14 09:36:58 GMT 2022","Fri Oct 14 09:37:03 GMT 2022","5039","","Login page test","","Login page test","Test login option with comapny name with invalid company name","Test login option with comapny name with invalid company name",""
"passed","Fri Oct 14 09:37:12 GMT 2022","Fri Oct 14 09:37:17 GMT 2022","4309","","Main page test","","Main page test","Test footer displays all elements","Test footer displays all elements",""
"passed","Fri Oct 14 09:35:44 GMT 2022","Fri Oct 14 09:35:57 GMT 2022","12893","","ContactUs page test","","ContactUs page test","Test if all 12 numbers are displayed on the ContactUs page","Test if all 12 numbers are displayed on the ContactUs page",""
"passed","Fri Oct 14 09:35:43 GMT 2022","Fri Oct 14 09:35:56 GMT 2022","12869","","ContactUs page test","","ContactUs page test","Test if all 12 numbers are displayed on the ContactUs page","Test if all 12 numbers are displayed on the ContactUs page",""
"passed","Fri Oct 14 09:37:14 GMT 2022","Fri Oct 14 09:37:21 GMT 2022","6657","","Main page test","","Main page test","Test footer displays all elements","Test footer displays all elements",""
"passed","Fri Oct 14 09:35:57 GMT 2022","Fri Oct 14 09:36:06 GMT 2022","8721","","ContactUs page test","","ContactUs page test","Check is the Support Center link leeds to the correct page","Check is the Support Center link leeds to the correct page",""
"passed","Fri Oct 14 09:38:15 GMT 2022","Fri Oct 14 09:38:22 GMT 2022","7128","","SignUp page test","","SignUp page test","Test sign Up with incorrect email","Test sign Up with incorrect email",""
"passed","Fri Oct 14 09:36:52 GMT 2022","Fri Oct 14 09:36:58 GMT 2022","5415","","Login page test","","Login page test","Test Signe Sign-On option with invalid credential","Test Signe Sign-On option with invalid credential",""
"passed","Fri Oct 14 09:37:31 GMT 2022","Fri Oct 14 09:37:36 GMT 2022","5180","","Main page test","","Main page test","Test if 404 page has a button to back to the site","Test if 404 page has a button to back to the site",""
"passed","Fri Oct 14 09:38:10 GMT 2022","Fri Oct 14 09:38:18 GMT 2022","7571","","SignUp page test","","SignUp page test","Test sign Up with incorrect email","Test sign Up with incorrect email",""
"passed","Fri Oct 14 09:36:15 GMT 2022","Fri Oct 14 09:36:17 GMT 2022","2234","","WaitList test","","WaitList test","Test the “Join the waitlist” button","Test the “Join the waitlist” button",""
"passed","Fri Oct 14 09:37:57 GMT 2022","Fri Oct 14 09:38:10 GMT 2022","12735","","SignUp page test","","SignUp page test","Test sign Up with valid credentials with captcha","Test sign Up with valid credentials with captcha",""
"passed","Fri Oct 14 09:38:30 GMT 2022","Fri Oct 14 09:38:38 GMT 2022","8651","","Try free test","","Try free test","Test the “Try free” banner","Test the “Try free” banner",""
"passed","Fri Oct 14 09:36:27 GMT 2022","Fri Oct 14 09:36:39 GMT 2022","12145","","Login page test","","Login page test","Test login with valid credentials for blocked account","Test login with valid credentials for blocked account",""
"passed","Fri Oct 14 09:37:21 GMT 2022","Fri Oct 14 09:37:26 GMT 2022","5205","","Main page test","","Main page test","Test if agregattor site still has the Telenyx title","Test if agregattor site still has the Telenyx title",""
"passed","Fri Oct 14 09:37:17 GMT 2022","Fri Oct 14 09:37:22 GMT 2022","5005","","Main page test","","Main page test","Test if agregattor site still has the Telenyx title","Test if agregattor site still has the Telenyx title",""
"passed","Fri Oct 14 09:38:00 GMT 2022","Fri Oct 14 09:38:15 GMT 2022","15252","","SignUp page test","","SignUp page test","Test sign Up with valid credentials with captcha","Test sign Up with valid credentials with captcha",""
"passed","Fri Oct 14 09:37:26 GMT 2022","Fri Oct 14 09:37:31 GMT 2022","4993","","Main page test","","Main page test","Test if unexisting page send 404 error","Test if unexisting page send 404 error",""
"passed","Fri Oct 14 09:37:22 GMT 2022","Fri Oct 14 09:37:25 GMT 2022","3372","","Main page test","","Main page test","Test if unexisting page send 404 error","Test if unexisting page send 404 error",""
"passed","Fri Oct 14 09:37:03 GMT 2022","Fri Oct 14 09:37:06 GMT 2022","3266","","Login page test","","Login page test","Test if resend option works correctly","Test if resend option works correctly",""
"passed","Fri Oct 14 09:36:12 GMT 2022","Fri Oct 14 09:36:15 GMT 2022","2422","","WaitList test","","WaitList test","Test the “Join the waitlist” button","Test the “Join the waitlist” button",""
"passed","Fri Oct 14 09:37:07 GMT 2022","Fri Oct 14 09:37:10 GMT 2022","3389","","Login page test","","Login page test","Test login with an invalid email","Test login with an invalid email",""
"passed","Fri Oct 14 09:36:56 GMT 2022","Fri Oct 14 09:36:58 GMT 2022","1698","","Login page test","","Login page test","Test if resend option works correctly","Test if resend option works correctly",""
"passed","Fri Oct 14 09:36:58 GMT 2022","Fri Oct 14 09:36:59 GMT 2022","1058","","Login page test","","Login page test","Test if option to login with company name changes the input name","Test if option to login with company name changes the input name",""
"passed","Fri Oct 14 09:38:28 GMT 2022","Fri Oct 14 09:38:36 GMT 2022","8285","","Try free test","","Try free test","Test the “Try free” banner","Test the “Try free” banner",""
"passed","Fri Oct 14 09:35:56 GMT 2022","Fri Oct 14 09:36:05 GMT 2022","9192","","ContactUs page test","","ContactUs page test","Check is the Support Center link leeds to the correct page","Check is the Support Center link leeds to the correct page",""
"passed","Fri Oct 14 09:37:06 GMT 2022","Fri Oct 14 09:37:07 GMT 2022","506","","Login page test","","Login page test","Test if option to login with company name changes the input name","Test if option to login with company name changes the input name",""
"passed","Fri Oct 14 09:36:46 GMT 2022","Fri Oct 14 09:36:52 GMT 2022","5533","","Login page test","","Login page test","Test forgot password feature with non-registered email","Test forgot password feature with non-registered email",""
"passed","Fri Oct 14 09:36:39 GMT 2022","Fri Oct 14 09:36:46 GMT 2022","6515","","Login page test","","Login page test","Test login with an invalid password","Test login with an invalid password",""
"passed","Fri Oct 14 09:36:53 GMT 2022","Fri Oct 14 09:36:56 GMT 2022","2386","","Login page test","","Login page test","Test login option with comapny name with invalid company name","Test login option with comapny name with invalid company name",""
"passed","Fri Oct 14 09:36:47 GMT 2022","Fri Oct 14 09:36:49 GMT 2022","1876","","Login page test","","Login page test","Test login with an invalid password","Test login with an invalid password",""
