"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 25 10:57:46 GMT 2022","Tue Oct 25 10:57:48 GMT 2022","2519","","WaitList test","","WaitList test","Test the “Join the waitlist” button","Test the “Join the waitlist” button",""
"passed","Tue Oct 25 10:58:30 GMT 2022","Tue Oct 25 10:58:40 GMT 2022","10116","","Login page test","","Login page test","Test forgot password feature with non-registered email","Test forgot password feature with non-registered email",""
"passed","Tue Oct 25 10:57:17 GMT 2022","Tue Oct 25 10:57:25 GMT 2022","8154","","ContactUs page test","","ContactUs page test","Test if all 12 numbers are displayed on the ContactUs page","Test if all 12 numbers are displayed on the ContactUs page",""
"passed","Tue Oct 25 10:59:17 GMT 2022","Tue Oct 25 10:59:22 GMT 2022","4699","","Login page test","","Login page test","Test if option to login with company name changes the input name","Test if option to login with company name changes the input name",""
"passed","Tue Oct 25 11:00:51 GMT 2022","Tue Oct 25 11:01:03 GMT 2022","11609","","SignUp page test","","SignUp page test","Test sign Up with incorrect email","Test sign Up with incorrect email",""
"passed","Tue Oct 25 10:58:56 GMT 2022","Tue Oct 25 10:59:07 GMT 2022","10347","","Login page test","","Login page test","Test login option with comapny name with invalid company name","Test login option with comapny name with invalid company name",""
"passed","Tue Oct 25 10:58:01 GMT 2022","Tue Oct 25 10:58:18 GMT 2022","17165","","Login page test","","Login page test","Test login with valid credentials for blocked account","Test login with valid credentials for blocked account",""
"passed","Tue Oct 25 10:58:59 GMT 2022","Tue Oct 25 10:59:09 GMT 2022","10284","","Login page test","","Login page test","Test Signe Sign-On option with invalid credential","Test Signe Sign-On option with invalid credential",""
"passed","Tue Oct 25 10:58:40 GMT 2022","Tue Oct 25 10:58:44 GMT 2022","4676","","Login page test","","Login page test","Test if all login options availble","Test if all login options availble",""
"passed","Tue Oct 25 10:58:51 GMT 2022","Tue Oct 25 10:58:59 GMT 2022","7744","","Login page test","","Login page test","Test if all login options availble","Test if all login options availble",""
"passed","Tue Oct 25 10:59:22 GMT 2022","Tue Oct 25 10:59:32 GMT 2022","10287","","Login page test","","Login page test","Test login with an invalid email","Test login with an invalid email",""
