"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 14 10:40:12 GMT 2022","Fri Oct 14 10:40:23 GMT 2022","10822","","Login page test","","Login page test","Test login option with comapny name with invalid company name","Test login option with comapny name with invalid company name",""
"passed","Fri Oct 14 10:41:26 GMT 2022","Fri Oct 14 10:41:29 GMT 2022","2580","","Main page test","","Main page test","Test if unexisting page send 404 error","Test if unexisting page send 404 error",""
"passed","Fri Oct 14 10:41:35 GMT 2022","Fri Oct 14 10:41:39 GMT 2022","4258","","Products page test","","Products page test","Test if all 30 products are displayed on the product page","Test if all 30 products are displayed on the product page",""
"passed","Fri Oct 14 10:41:15 GMT 2022","Fri Oct 14 10:41:21 GMT 2022","5516","","Main page test","","Main page test","Test if 404 page has a button to back to the site","Test if 404 page has a button to back to the site",""
"passed","Fri Oct 14 10:42:12 GMT 2022","Fri Oct 14 10:42:20 GMT 2022","8514","","SignUp page test","","SignUp page test","Test sign Up with incorrect email","Test sign Up with incorrect email",""
"passed","Fri Oct 14 10:40:04 GMT 2022","Fri Oct 14 10:40:12 GMT 2022","8162","","Login page test","","Login page test","Test Signe Sign-On option with invalid credential","Test Signe Sign-On option with invalid credential",""
"passed","Fri Oct 14 10:39:05 GMT 2022","Fri Oct 14 10:39:07 GMT 2022","2440","","WaitList test","","WaitList test","Test the “Join the waitlist” button","Test the “Join the waitlist” button",""
"passed","Fri Oct 14 10:38:40 GMT 2022","Fri Oct 14 10:38:51 GMT 2022","10562","","ContactUs page test","","ContactUs page test","Check is the Support Center link leeds to the correct page","Check is the Support Center link leeds to the correct page",""
"passed","Fri Oct 14 10:40:27 GMT 2022","Fri Oct 14 10:40:40 GMT 2022","12514","","Login page test","","Login page test","Test login option with comapny name with invalid company name","Test login option with comapny name with invalid company name",""
"passed","Fri Oct 14 10:40:43 GMT 2022","Fri Oct 14 10:40:51 GMT 2022","8130","","Login page test","","Login page test","Test login with an invalid email","Test login with an invalid email",""
"passed","Fri Oct 14 10:41:04 GMT 2022","Fri Oct 14 10:41:09 GMT 2022","4363","","Main page test","","Main page test","Test footer displays all elements","Test footer displays all elements",""
"passed","Fri Oct 14 10:40:16 GMT 2022","Fri Oct 14 10:40:27 GMT 2022","11213","","Login page test","","Login page test","Test Signe Sign-On option with invalid credential","Test Signe Sign-On option with invalid credential",""
