"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 14 10:50:24 GMT 2022","Fri Oct 14 10:50:36 GMT 2022","12059","","Login page test","","Login page test","Test Signe Sign-On option with invalid credential","Test Signe Sign-On option with invalid credential",""
"passed","Fri Oct 14 10:50:08 GMT 2022","Fri Oct 14 10:50:17 GMT 2022","9080","","Login page test","","Login page test","Test forgot password feature with non-registered email","Test forgot password feature with non-registered email",""
"passed","Fri Oct 14 10:50:48 GMT 2022","Fri Oct 14 10:51:00 GMT 2022","11741","","Login page test","","Login page test","Test if resend option works correctly","Test if resend option works correctly",""
"passed","Fri Oct 14 10:50:37 GMT 2022","Fri Oct 14 10:50:48 GMT 2022","11428","","Login page test","","Login page test","Test login option with comapny name with invalid company name","Test login option with comapny name with invalid company name",""
"passed","Fri Oct 14 10:51:59 GMT 2022","Fri Oct 14 10:52:07 GMT 2022","8344","","Main page test","","Main page test","Test if 404 page has a button to back to the site","Test if 404 page has a button to back to the site",""
"passed","Fri Oct 14 10:52:16 GMT 2022","Fri Oct 14 10:52:24 GMT 2022","8541","","Products page test","","Products page test","Test if all 30 products are displayed on the product page","Test if all 30 products are displayed on the product page",""
"passed","Fri Oct 14 10:49:56 GMT 2022","Fri Oct 14 10:50:08 GMT 2022","12144","","Login page test","","Login page test","Test login with an invalid password","Test login with an invalid password",""
"broken","Fri Oct 14 10:51:10 GMT 2022","Fri Oct 14 10:51:31 GMT 2022","20328","","Login page test","","Login page test","Test login with an invalid email","Test login with an invalid email",""
"passed","Fri Oct 14 10:50:17 GMT 2022","Fri Oct 14 10:50:26 GMT 2022","8262","","Login page test","","Login page test","Test if all login options availble","Test if all login options availble",""
"passed","Fri Oct 14 10:50:36 GMT 2022","Fri Oct 14 10:50:48 GMT 2022","11264","","Login page test","","Login page test","Test login option with comapny name with invalid company name","Test login option with comapny name with invalid company name",""
"passed","Fri Oct 14 10:52:37 GMT 2022","Fri Oct 14 10:52:47 GMT 2022","9927","","SignUp page test","","SignUp page test","Test sign Up with incorrect email","Test sign Up with incorrect email",""
"passed","Fri Oct 14 10:50:48 GMT 2022","Fri Oct 14 10:50:58 GMT 2022","10271","","Login page test","","Login page test","Test if resend option works correctly","Test if resend option works correctly",""
"passed","Fri Oct 14 10:49:43 GMT 2022","Fri Oct 14 10:49:55 GMT 2022","11519","","Login page test","","Login page test","Test login with valid credentials for blocked account","Test login with valid credentials for blocked account",""
"passed","Fri Oct 14 10:51:42 GMT 2022","Fri Oct 14 10:51:49 GMT 2022","6782","","Main page test","","Main page test","Test if 404 page has a button to back to the site","Test if 404 page has a button to back to the site",""
"passed","Fri Oct 14 10:51:55 GMT 2022","Fri Oct 14 10:51:59 GMT 2022","3284","","Main page test","","Main page test","Test if unexisting page send 404 error","Test if unexisting page send 404 error",""
"passed","Fri Oct 14 10:51:46 GMT 2022","Fri Oct 14 10:51:52 GMT 2022","5623","","Main page test","","Main page test","Test footer displays all elements","Test footer displays all elements",""
"passed","Fri Oct 14 10:49:55 GMT 2022","Fri Oct 14 10:50:09 GMT 2022","13862","","Login page test","","Login page test","Test login with an invalid password","Test login with an invalid password",""
"passed","Fri Oct 14 10:49:15 GMT 2022","Fri Oct 14 10:49:18 GMT 2022","3361","","WaitList test","","WaitList test","Test the “Join the waitlist” button","Test the “Join the waitlist” button",""
"failed","Fri Oct 14 10:52:56 GMT 2022","Fri Oct 14 10:53:16 GMT 2022","20264","","SignUp page test","","SignUp page test","Test sign Up with incorrect email","Test sign Up with incorrect email",""
"passed","Fri Oct 14 10:48:56 GMT 2022","Fri Oct 14 10:49:04 GMT 2022","8103","","ContactUs page test","","ContactUs page test","Check is the Support Center link leeds to the correct page","Check is the Support Center link leeds to the correct page",""
"passed","Fri Oct 14 10:51:28 GMT 2022","Fri Oct 14 10:51:36 GMT 2022","7208","","Main page test","","Main page test","Test footer displays all elements","Test footer displays all elements",""
"passed","Fri Oct 14 10:51:58 GMT 2022","Fri Oct 14 10:52:05 GMT 2022","6544","","Products page test","","Products page test","Test if all 30 products are displayed on the product page","Test if all 30 products are displayed on the product page",""
"failed","Fri Oct 14 10:52:30 GMT 2022","Fri Oct 14 10:52:56 GMT 2022","25898","","SignUp page test","","SignUp page test","Test sign Up with valid credentials with captcha","Test sign Up with valid credentials with captcha",""
"passed","Fri Oct 14 10:53:30 GMT 2022","Fri Oct 14 10:53:36 GMT 2022","6671","","Try free test","","Try free test","Test the “Try free” banner","Test the “Try free” banner",""
"passed","Fri Oct 14 10:51:39 GMT 2022","Fri Oct 14 10:51:42 GMT 2022","2564","","Main page test","","Main page test","Test if unexisting page send 404 error","Test if unexisting page send 404 error",""
"passed","Fri Oct 14 10:51:36 GMT 2022","Fri Oct 14 10:51:39 GMT 2022","3755","","Main page test","","Main page test","Test if agregattor site still has the Telenyx title","Test if agregattor site still has the Telenyx title",""
"passed","Fri Oct 14 10:50:09 GMT 2022","Fri Oct 14 10:50:19 GMT 2022","10623","","Login page test","","Login page test","Test forgot password feature with non-registered email","Test forgot password feature with non-registered email",""
"passed","Fri Oct 14 10:49:28 GMT 2022","Fri Oct 14 10:49:30 GMT 2022","1794","","WaitList test","","WaitList test","Test the “Join the waitlist” button","Test the “Join the waitlist” button",""
"passed","Fri Oct 14 10:48:46 GMT 2022","Fri Oct 14 10:48:56 GMT 2022","9881","","ContactUs page test","","ContactUs page test","Test if all 12 numbers are displayed on the ContactUs page","Test if all 12 numbers are displayed on the ContactUs page",""
"failed","Fri Oct 14 10:49:31 GMT 2022","Fri Oct 14 10:49:56 GMT 2022","25299","","Login page test","","Login page test","Test login with valid credentials for blocked account","Test login with valid credentials for blocked account",""
"passed","Fri Oct 14 10:50:19 GMT 2022","Fri Oct 14 10:50:24 GMT 2022","4719","","Login page test","","Login page test","Test if all login options availble","Test if all login options availble",""
"passed","Fri Oct 14 10:50:58 GMT 2022","Fri Oct 14 10:51:04 GMT 2022","5924","","Login page test","","Login page test","Test if option to login with company name changes the input name","Test if option to login with company name changes the input name",""
"passed","Fri Oct 14 10:52:58 GMT 2022","Fri Oct 14 10:53:08 GMT 2022","9676","","Try free test","","Try free test","Test the “Try free” banner","Test the “Try free” banner",""
"passed","Fri Oct 14 10:48:55 GMT 2022","Fri Oct 14 10:49:23 GMT 2022","28565","","ContactUs page test","","ContactUs page test","Check is the Support Center link leeds to the correct page","Check is the Support Center link leeds to the correct page",""
"passed","Fri Oct 14 10:48:44 GMT 2022","Fri Oct 14 10:48:55 GMT 2022","10558","","ContactUs page test","","ContactUs page test","Test if all 12 numbers are displayed on the ContactUs page","Test if all 12 numbers are displayed on the ContactUs page",""
"passed","Fri Oct 14 10:51:00 GMT 2022","Fri Oct 14 10:51:10 GMT 2022","10318","","Login page test","","Login page test","Test if option to login with company name changes the input name","Test if option to login with company name changes the input name",""
"passed","Fri Oct 14 10:51:52 GMT 2022","Fri Oct 14 10:51:55 GMT 2022","3692","","Main page test","","Main page test","Test if agregattor site still has the Telenyx title","Test if agregattor site still has the Telenyx title",""
"passed","Fri Oct 14 10:51:04 GMT 2022","Fri Oct 14 10:51:15 GMT 2022","10910","","Login page test","","Login page test","Test login with an invalid email","Test login with an invalid email",""
"failed","Fri Oct 14 10:52:13 GMT 2022","Fri Oct 14 10:52:37 GMT 2022","23340","","SignUp page test","","SignUp page test","Test sign Up with valid credentials with captcha","Test sign Up with valid credentials with captcha",""
"passed","Fri Oct 14 10:50:26 GMT 2022","Fri Oct 14 10:50:37 GMT 2022","11153","","Login page test","","Login page test","Test Signe Sign-On option with invalid credential","Test Signe Sign-On option with invalid credential",""
